"Nom commune principale";"Code Insee commune";"Région";"Département";"Code Postal";"Type";"Nom d'evenement";"Latitude";"Longitude";"PTOT";"Petite commune"
Lesneven;"29124";Bretagne;Finistère;29260;Pluridisciplinaire;La Grand' Fabrique d'imaginaire;"48.5801251196"; -4.31293757639;7583;oui
Lesparre-Médoc;"33240";Nouvelle-Aquitaine;Gironde;33340;Bibliothèque;Bibliothèque de Lesparre Médoc;"45.3059237119314";-0.936056343285567;5945;oui
Lesparre-Médoc;"33240";Nouvelle-Aquitaine;Gironde;33340;Cinéma;Jean dujardin;"45.3077764170823";-0.938562723604133;5945;oui
Lesparre-Médoc;"33240";Nouvelle-Aquitaine;Gironde;33340;Monument;Ancien Château Féodal;"45.291477";-0.922987;5945;oui
Lessay;"50267";Normandie;Manche;50430;Bibliothèque;Médiathèque de Lessay;"49.2159552186518";-1.53250522736739;2302;oui
Lessay;"50267";Normandie;Manche;50430;Monument;Ancienne Abbaye;"49.226112";-1.52523;2302;oui
Lessay;"50267";Normandie;Manche;50430;Musique;Les Heures Musicales de l'Abbaye de Lessay;"49.2167143742"; -1.52478862014;2302;oui
Lessay;"50267";Normandie;Manche;50630;Musique;Festival graf Zeppelin;"49.2167143742"; -1.52478862014;2302;oui
Levier;"25334";Bourgogne-Franche-Comté;Doubs;25270;Bibliothèque;Bibliothèque municipale;"46.9540494905746";"6.11693746528529";2529;oui
Levier;"25334";Bourgogne-Franche-Comté;Doubs;25270;Monument;Mairie - Justice de Paix - Halle;"46.953961";"6.116795";2529;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Bibliothèque;Bibliothèque Municipale;"46.9800958013544";"1.61006168749819";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Ancienne Abbaye du Landais;"47.004309";"1.494831";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Eglise Saint-Sylvain;"46.985518";"1.575831";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Maison de Bois, Dite Maison Saint-Jacques;"46.979703";"1.611485";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Porte de Champagne;"46.985518";"1.575831";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Statue « le Berger Allongé » Dite Aussi « le Berger Couché Sur Le Ventre »;"46.979708";"1.614076";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Monument;Vestiges du Château;"46.985518";"1.575831";2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Musique;Lev'Roots;"46.9727032392"; 1.63027138239;2868;oui
Levroux;"36093";Centre-Val de Loire;Indre;36110;Pluridisciplinaire;Festiv'arts en Berry;"46.9727032392"; 1.63027138239;2868;oui
Lezay;"79148";Nouvelle-Aquitaine;Deux-Sèvres;79120;Bibliothèque;Médiathèque Municipale De Lezay;"46.266010961156";-0.0114611065925286;2031;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Bibliothèque;Médiathèque Entre Dore et Allier;"45.8250089621782";"3.37734814174475";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Bibliothèque;Médiathèque entre Dore et Allier;"45.8250089621782";"3.37734814174475";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Lieu archéologique;Musée de Céramique Gallo-Romaine;"45.82621";"3.384467";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Lieu archéologique;Terrain;"45.837636";"3.387876";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Livre, littérature;Des volcans et des bulles;"45.8287562383"; 3.38628504923;6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Ancienne Chapelle Saint-Georges;"45.829906";"3.388677";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Ancienne Porte de La Ville;"45.827765";"3.378509";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Ancienne Église Notre-Dame;"45.829906";"3.388677";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Château de Beaubois;"45.829906";"3.388677";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Croix de Carrefour;"45.836237";"3.393258";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Monument Aux Morts;"45.82759";"3.37798";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Monument;Usine Bompard;"45.826141";"3.384284";6426;oui
Lezoux;"63195";Auvergne-Rhône-Alpes;Puy-de-Dôme;63190;Musée;Musée Départemental de La Céramique Gallo-Romaine;"45.8261271631919";"3.38459528552221";6426;oui
Libercourt;"62907";Hauts-de-France;Pas-de-Calais;62820;Bibliothèque;Médiathèque municipale;"50.4846743629578";"3.00420559745691";8181;oui
Libercourt;"62907";Hauts-de-France;Pas-de-Calais;62820;Espace protégé;Bassin Minier du Nord-Pas de Calais;"50.48";"2.997778";8181;oui
Libercourt;"62907";Hauts-de-France;Pas-de-Calais;62820;Monument;Mine-Image de La Fosse N° 2 de Oignies (Également Sur Commune de Oignies);"50.482868";"3.007193";8181;oui
Liesse-Notre-Dame;"02430";Hauts-de-France;Aisne;2350;Bibliothèque;Bibliothèque De Liesse-Notre-Dame;"49.610847449429";"3.8043911832708";1398;oui
Liesse-Notre-Dame;"02430";Hauts-de-France;Aisne;2350;Monument;Basilique Notre-Dame;"49.615647";"3.810602";1398;oui
Liesse-Notre-Dame;"02430";Hauts-de-France;Aisne;2350;Monument;Maison En Pan de Bois;"49.610377";"3.803185";1398;oui
Liesse-Notre-Dame;"02430";Hauts-de-France;Aisne;2350;Monument;Presbytère;"49.610065";"3.804593";1398;oui
Liffré;"35152";Bretagne;Ille-et-Vilaine;35340;Bibliothèque;Liffré-Cormier Communauté;"48.216811";-1.502723;8646;oui
Liffré;"35152";Bretagne;Ille-et-Vilaine;35340;Bibliothèque;Médiathèque Municipale;"48.2121968951097";-1.5064907947226;8646;oui
Liffré;"35152";Bretagne;Ille-et-Vilaine;35340;Cinéma;Salle St Michel;"48.2132143565312";-1.5023338987157;8646;oui
Liffré;"35152";Bretagne;Ille-et-Vilaine;35340;Monument;Eglise Saint-Michel;"48.201433";-1.511216;8646;oui
Liffré;"35152";Bretagne;Ille-et-Vilaine;35340;Spectacle vivant;Week-end du Rire;"48.204097581"; -1.51420907793;8646;oui
Lignières;"18127";Centre-Val de Loire;Cher;18160;Bibliothèque;Bibliothèque municipale;"46.754409689413";"2.17454379023522";1365;oui
Lignières;"18127";Centre-Val de Loire;Cher;18160;Monument;Château;"46.761021";"2.196332";1365;oui
Lignières;"18127";Centre-Val de Loire;Cher;18160;Monument;Eglise Notre-Dame;"46.761021";"2.196332";1365;oui
Lignières;"18127";Centre-Val de Loire;Cher;18160;Musique;L'air du temps;"46.7617210337"; 2.20479418633;1365;oui
Lignières;"18127";Centre-Val de Loire;Cher;18160;Scène;Les Bains Douches;"46.7505666600985";"2.1766278345128";1365;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Bibliothèque;Médiathèque Communautaire;"48.6873130812382";"5.32160754265703";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Eglise;"48.684883";"5.324155";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Hôtel des Fermes (Ancien);"48.688878";"5.321991";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Maison;"48.686205";"5.325018";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Maison;"48.689564";"5.326669";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Porte de Ville Dite Porte Dauphine Ou Porte de France.;"48.691162";"5.318377";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Propriété Dite La Chiennerie;"48.690943";"5.322548";3930;oui
Ligny-en-Barrois;"55291";Grand Est;Meuse;55500;Monument;Tour de Luxembourg;"48.684883";"5.324155";3930;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Bibliothèque;Bibliothèque de Ligueil;"47.0408130749224";"0.819398996110786";2136;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Bibliothèque;Bibliothèque de Ligueil;"47.042380575044";"0.81758580554732";2136;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Monument;Château D'epigny;"47.037126";"0.816147";2136;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Monument;Eglise Paroissiale Saint-Martin;"47.037126";"0.816147";2136;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Monument;Maison du 15e Siècle, Dite de Saint-Louis;"47.037126";"0.816147";2136;oui
Ligueil;"37130";Centre-Val de Loire;Indre-et-Loire;37240;Musique;Percufolies;"47.0423190397"; 0.817374235768;2136;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Bibliothèque;Bibliothèque municipale;"50.5636722170703";"2.48028908122797";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Bibliothèque;Site de Lillers;"50.56555";"2.463123";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Bibliothèque;Site de Lillers Médiathèque départementale;"50.5655498610062";"2.46312252427536";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Monument;Chapelle de La Miséricorde;"50.565423";"2.48548";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Monument;Eglise Saint-Omer;"50.565423";"2.48548";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Monument;Maison;"50.563983";"2.480169";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Monument;Maison Dite de L'argentier;"50.560716";"2.477665";10087;oui
Lillers;"62516";Hauts-de-France;Pas-de-Calais;62190;Spectacle vivant;Conteurs en Campagne;"50.5614379612"; 2.48197499021;10087;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Bibliothèque;Médiathèque intercommunale Limogne-en-Quercy;"44.3984850465157";"1.77500392655221";815;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Monument;Dolmen Dit D'agarnel;"44.399194";"1.771625";815;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Monument;Dolmen Dit de Joncas;"44.399194";"1.771625";815;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Monument;Dolmen Dit de Pajot;"44.399194";"1.771625";815;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Monument;Dolmen de Ferrières-Haut;"44.399194";"1.771625";815;oui
Limogne-en-Quercy;"46173";Occitanie;Lot;46260;Monument;Dolmen de Pech-Lapeyre;"44.399194";"1.771625";815;oui
Limours;"91338";Île-de-France;Essonne;91470;Bibliothèque;Bibliothèque  Municipale;"48.6453239125489";"2.07356559725025";6550;oui
Limours;"91338";Île-de-France;Essonne;91470;Monument;Eglise Saint-Pierre;"48.643766";"2.079518";6550;oui
Limours;"91338";Île-de-France;Essonne;91470;Monument;Pavillon « Mansart »;"48.644192";"2.07585";6550;oui
Limours;"91338";Île-de-France;Essonne;91470;Musique;Terre de Mixes;"48.6465432324"; 2.08125663662;6550;oui
Limoux;"11206";Occitanie;Aude;11300;Bibliothèque;Bibliothèque Départementale (Limoux);"43.0633603449544";"2.22401667457059";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Bibliothèque;Bibliothèque MUNICIPALE;"43.0525509180253";"2.22154439822485";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Cinéma;Elysee;"43.055164394451";"2.21418957218529";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Ancien Couvent des Cordeliers;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Croix;"43.023346";"2.270079";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Eglise Notre-Dame-de-Marceille;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Eglise Paroissiale Saint-Martin;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Hôtel de Brasse;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Hôtel de Ville;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Maison;"43.053835";"2.220921";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Maison;"43.054274";"2.217952";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Maison;"43.054407";"2.215809";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Monument Aux Morts de La Guerre de 1914-1918;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Monument;Pont-Neuf Qui Relie Les deux Rives de L'aude Près de L'église Saint-Martin;"43.051111";"2.239081";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musique;Carnaval de Limoux;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musique;Festival Virtuosi Jeunes talents en Limouxin;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musique;Les Bulles sonores;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musique;Limoux Brass Festival;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musique;Percu'sud académie et festival de percussions;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Musée;Musée Petiet;"43.0543819860888";"2.21322991054687";10750;oui
Limoux;"11206";Occitanie;Aude;11300;Spectacle vivant;Festival de folklore international;"43.0499293279"; 2.23958811407;10750;oui
Limoux;"11206";Occitanie;Aude;11300;Spectacle vivant;Festival de théâtre Nava;"43.0499293279"; 2.23958811407;10750;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Bibliothèque;Médiathèque de Lisle-sur-Tarn;"43.8525340275043";"1.81066453617167";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Bibliothèque;Médiathèque de Parisot;"43.8529187637366";"1.80960633164336";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Livre, littérature;Lisle noir : les vendanges du polar;"43.8974980421"; 1.78200143861;4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Ancien Hôtel de Boisset-Glassac, Actuellement Mairie;"43.869001";"1.808932";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Château Gineste;"43.869001";"1.808932";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Eglise Notre-Dame de La Jonquière;"43.869001";"1.808932";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Fontaine du Griffoul;"43.852888";"1.810344";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Maison Sise Au Coin Sud de La Place;"43.852186";"1.811108";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Monument;Pigeonnier du Château de Lastours;"43.869001";"1.808932";4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Musique;Arts'Scenics;"43.8974980421"; 1.78200143861;4873;oui
Lisle-sur-Tarn;"81145";Occitanie;Tarn;81310;Musée;Musée Raymond Lafage;"43.852339898635";"1.81086309264207";4873;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Bibliothèque;Bibliothèque de Fervaques;"49.0405158924626";"0.254936674929115";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Bibliothèque;Médiathèque La Fabrique;"49.0076786989696";"0.149108249897324";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Ancienne Usine Leroy;"49.008176";"0.150441";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Château;"49.008354";"0.295643";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Château;"49.042648";"0.16956";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Croix du Cimetière En Fer Forgé;"49.016875";"0.227483";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Domaine de Fervaques;"49.016875";"0.227483";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Domaine de Fervaques (Également Sur Commune de Cheffreville-Tonnencourt);"49.040091";"0.254608";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.008354";"0.295643";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.017838";"0.140568";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.027707";"0.184685";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.028879";"0.124763";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.035288";"0.167374";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise;"49.040738";"0.25276";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise Notre-Dame;"49.051996";"0.284758";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise Saint-Aubin;"49.051996";"0.284758";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Eglise Saint-Martin;"49.018303";"0.271694";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir;"48.981794";"0.142548";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir;"48.992537";"0.229448";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Belleau-Belleau;"48.990883";"0.278784";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Carel;"49.017838";"0.140568";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Caudemone;"49.051996";"0.284758";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Chiffretot Et Colombier;"48.973024";"0.277329";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Courson;"48.990883";"0.278784";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de La Cauvinière;"48.990883";"0.278784";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de La Chapelle;"48.990883";"0.278784";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de La Varinière;"48.96288";"0.108505";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Lortier;"49.051996";"0.284758";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir de Tonnencourt;"49.016875";"0.227483";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir du Verger;"49.035288";"0.167374";6268;oui
Livarot-Pays-d'Auge;"14371";Normandie;Calvados;14140;Monument;Manoir du Verger;"49.040091";"0.254608";6268;oui
Livron-sur-Drôme;"26165";Auvergne-Rhône-Alpes;Drôme;;Espace protégé;Livron-sur-Drôme, site patrimonial remarquable;"44.801729";"4.815598";9448;oui
Livron-sur-Drôme;"26165";Auvergne-Rhône-Alpes;Drôme;26250;Bibliothèque;Médiathèque municipale Livron-sur-Drôme;"44.7707098460168";"4.84099732326761";9448;oui
Livron-sur-Drôme;"26165";Auvergne-Rhône-Alpes;Drôme;26250;Monument;Château du Haut-Livron;"44.791141";"4.83182";9448;oui
Livron-sur-Drôme;"26165";Auvergne-Rhône-Alpes;Drôme;26250;Monument;Cimetière;"44.791141";"4.83182";9448;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;;Espace protégé;Loches, site patrimonial remarquable;"47.139655";"1.009332";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Bibliothèque;Antenne de Loches;"47.1241915624729";"0.991459066057337";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Bibliothèque;Médiathèque Jacques-Lanzmann;"47.1246322277853";"0.992273788508455";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Cinéma;Vigny;"47.1298913115047";"0.993041397420073";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Lieu de mémoire;Maison Lansyer;"47.1270852879805";"0.998100307007499";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Ancien Hôtel de Caisse D'epargne, Actuel Centre D'affaires Alfred de Vigny;"47.13003";"0.997624";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Ancien Prieuré Saint-Ours;"47.126748";"0.999227";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Ancienne Chapelle de Vignemont;"47.124123";"0.997077";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Ancienne Collégiale Saint-Ours;"47.127058";"0.998445";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Ancienne Église Saint-Antoine;"47.128604";"0.998482";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Château Et Son Enceinte;"47.125437";"0.997106";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Château de La Bussière;"47.124262";"0.985874";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Château de Sansac;"47.129227";"1.007962";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Eglise Paroissiale Saint-Antoine, Ancien Couvent des Ursulines;"47.124262";"0.985874";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Hôpital;"47.128776";"1.001935";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Hôtel Ou Immeuble Dit Maison du Centaure;"47.127318";"0.997448";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Hôtel de La Gravière;"47.127235";"0.9999";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Hôtel de Ville Et Porte Picoys;"47.128104";"0.997834";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison;"47.12707";"0.998539";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison;"47.128434";"0.997908";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison;"47.129403";"0.996077";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison Dite D'agnès Sorel;"47.127341";"0.997571";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison Dite de La Chancellerie;"47.127462";"0.997539";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison du 15e Siècle;"47.127944";"0.99791";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison du 16e Siècle;"47.128258";"0.998663";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Maison du 16e Siècle;"47.128369";"0.998037";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Porte des Cordeliers;"47.128711";"1.000469";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Tour de Mauvières;"47.111698";"0.99841";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Tour du Fort Saint-Ours;"47.127541";"0.999274";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Monument;Vestiges de La Porte Poitevine Et La Tour D'enceinte, Ou Maillet;"47.125166";"0.995768";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Musique;Loches en voix;"47.1201464232"; 0.97415185088;6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Musée;Musée Lansyer;"47.1270852879805";"0.998100307007499";6704;oui
Loches;"37132";Centre-Val de Loire;Indre-et-Loire;37600;Musée;Musée du Terroir;"47.128306";"0.985373";6704;oui
Locminé;"56117";Bretagne;Morbihan;56500;Bibliothèque;Médiathèque Municipale;"47.8824077543774";-2.83244234461112;4865;oui
Locminé;"56117";Bretagne;Morbihan;56500;Cinéma;Le Club;"47.8897874760791";-2.83600466446281;4865;oui
Locminé;"56117";Bretagne;Morbihan;56500;Monument;Chapelle de La Congrégation, Ou Chapelle Notre-Dame de Plasquer;"47.88764";-2.835398;4865;oui
Locminé;"56117";Bretagne;Morbihan;56500;Monument;Eglise Saint-Sauveur Ou Saint-Colomban;"47.887781";-2.83693;4865;oui
Locminé;"56117";Bretagne;Morbihan;56500;Monument;Fontaine Saint-Colomban;"47.889044";-2.83704;4865;oui
Loctudy;"29135";Bretagne;Finistère;29750;Bibliothèque;Médiathèque de Loctudy;"47.8327051083074";-4.16926919936231;4117;oui
Loctudy;"29135";Bretagne;Finistère;29750;Monument;Ancienne Conserverie Alexis Le Gall;"47.834647";-4.167807;4117;oui
Loctudy;"29135";Bretagne;Finistère;29750;Monument;Château de Kerazan;"47.824371";-4.183265;4117;oui
Loctudy;"29135";Bretagne;Finistère;29750;Monument;Eglise Saint-Tudy;"47.830504";-4.175626;4117;oui
Loctudy;"29135";Bretagne;Finistère;29750;Monument;Menhir;"47.824371";-4.183265;4117;oui
Loctudy;"29135";Bretagne;Finistère;29750;Musique;Rock in Loc Revival;"47.8239824718"; -4.1873881827;4117;oui
Lodève;"34142";Occitanie;Hérault;;Espace protégé;Lodève, site patrimonial remarquable;"43.730287";"3.324215";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Bibliothèque;Médiathèque Municipale Confluence;"43.7324178324528";"3.31582524995364";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Cinéma;Les Cinemas Luteva;"43.7325587026807";"3.31434852420163";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Librairie;Un Point Un Trait;"43.7315819828924";"3.31933526453495";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Lieu archéologique;Musée Fleury;"43.731737";"3.319943";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Ancien Groupe Épiscopal;"43.732356";"3.303781";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Ancien Hôtel Albouy;"43.730863";"3.319557";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Ancien Mausolée Romain;"43.732356";"3.303781";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Ancienne Cathédrale, Actuelle Église Paroissiale Saint-Fulcran;"43.732356";"3.303781";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Eglise Saint-Pierre-Aux-Liens;"43.731034";"3.322321";7524;oui
Lodève;"34142";Occitanie;Hérault;34700;Monument;Grotte Fermée;"43.732356";"3.303781";7524;oui
